date,product_id,category,brand,region,channel,season,base_price,current_price,price_change_pct,discount_pct,promotion_type,units_sold,revenue,inventory_level,stockout_flag,demand_index,unit_cost,competitor_price
2026-01-12,P1227,Accessories,Fossil,AU,mobile,Winter,22.06,22.06,0.0,0,None,7,154.42,236,0,78.65,10.95,23.82
2026-01-13,P1227,Accessories,Fossil,AU,mobile,Winter,22.06,22.06,0.0,0,None,9,198.54,222,0,101.12,9.93,21.18
2026-01-14,P1227,Accessories,Fossil,AU,web,Winter,22.06,20.96,-4.99,5,Member Offer,7,146.72,260,0,78.65,11.25,24.08
2026-01-15,P1227,Accessories,Fossil,AU,app,Winter,22.06,22.06,0.0,0,None,11,242.66,330,0,123.6,13.99,21.41
2026-01-16,P1227,Accessories,Fossil,AU,mobile,Winter,22.06,13.24,-39.98,40,Flash Sale,11,145.64,316,0,123.6,13.59,24.46
2026-01-17,P1227,Accessories,Fossil,AU,mobile,Winter,22.06,22.06,0.0,0,None,9,198.54,297,0,101.12,10.86,23.76
2026-01-18,P1227,Accessories,Fossil,AU,web,Winter,22.06,22.06,0.0,0,None,9,198.54,282,0,101.12,13.47,23.52
2026-01-19,P1227,Accessories,Fossil,AU,app,Winter,22.06,22.06,0.0,0,None,12,264.72,296,0,134.83,13.80,21.93
2026-01-20,P1227,Accessories,Fossil,AU,web,Winter,22.06,17.65,-19.99,20,Percentage Discount,9,158.85,280,0,101.12,12.60,23.95
2026-01-21,P1227,Accessories,Fossil,AU,app,Winter,22.06,22.06,0.0,0,None,9,198.54,323,0,101.12,10.00,25.11
2026-01-22,P1227,Accessories,Fossil,AU,mobile,Winter,22.06,22.06,0.0,0,None,10,220.6,250,0,112.36,11.46,24.29
2026-01-23,P1227,Accessories,Fossil,AU,mobile,Winter,22.06,22.06,0.0,0,None,6,132.36,229,0,67.42,10.62,22.35
2026-01-24,P1227,Accessories,Fossil,AU,app,Winter,22.06,15.44,-30.01,30,Flash Sale,12,185.28,194,0,134.83,10.67,23.57
2026-01-25,P1227,Accessories,Fossil,AU,web,Winter,22.06,22.06,0.0,0,None,11,242.66,202,0,123.6,14.98,22.29
2026-01-26,P1227,Accessories,Fossil,AU,web,Winter,22.06,15.44,-30.01,30,Percentage Discount,12,185.28,229,0,134.83,10.36,23.89
2026-01-27,P1227,Accessories,Fossil,AU,app,Winter,22.06,22.06,0.0,0,None,12,264.72,261,0,134.83,11.89,23.93
2026-01-28,P1227,Accessories,Fossil,AU,web,Winter,22.06,22.06,0.0,0,None,8,176.48,253,0,89.89,10.92,22.68
2026-01-29,P1227,Accessories,Fossil,AU,app,Winter,22.06,19.85,-10.02,10,Percentage Discount,14,277.9,268,0,157.3,11.58,24.10
2026-01-30,P1227,Accessories,Fossil,AU,web,Winter,22.06,22.06,0.0,0,None,9,198.54,303,0,101.12,11.38,23.48
2026-01-31,P1227,Accessories,Fossil,AU,web,Winter,22.06,22.06,0.0,0,None,9,198.54,417,0,101.12,11.36,23.10
2026-02-01,P1227,Accessories,Fossil,AU,app,Winter,22.06,15.44,-30.01,30,Flash Sale,10,154.4,168,0,112.36,12.25,23.30
2026-02-02,P1227,Accessories,Fossil,AU,mobile,Winter,22.06,22.06,0.0,0,None,12,264.72,126,0,134.83,15.27,21.90
2026-02-03,P1227,Accessories,Fossil,AU,web,Winter,22.06,22.06,0.0,0,None,12,264.72,142,0,134.83,15.12,22.37
2026-02-04,P1227,Accessories,Fossil,AU,mobile,Winter,22.06,22.06,0.0,0,None,13,286.78,268,0,146.07,10.80,21.87
2026-02-05,P1227,Accessories,Fossil,AU,app,Winter,22.06,22.06,0.0,0,None,13,286.78,209,0,146.07,13.66,24.62
2026-02-06,P1227,Accessories,Fossil,AU,mobile,Winter,22.06,19.85,-10.02,10,Percentage Discount,14,277.9,454,0,157.3,14.06,24.08
2026-02-07,P1227,Accessories,Fossil,AU,web,Winter,22.06,22.06,0.0,0,None,11,242.66,298,0,123.6,12.15,22.80
2026-02-08,P1227,Accessories,Fossil,AU,web,Winter,22.06,22.06,0.0,0,None,7,154.42,324,0,78.65,11.66,24.93
2026-02-09,P1227,Accessories,Fossil,AU,mobile,Winter,22.06,22.06,0.0,0,None,10,220.6,265,0,112.36,12.09,23.08
2026-02-10,P1227,Accessories,Fossil,AU,app,Winter,22.06,22.06,0.0,0,None,12,264.72,291,0,134.83,14.49,24.54
2026-02-11,P1227,Accessories,Fossil,AU,web,Winter,22.06,22.06,0.0,0,None,6,132.36,378,0,67.42,12.16,22.38
2026-02-12,P1227,Accessories,Fossil,AU,app,Winter,22.06,22.06,0.0,0,None,5,110.3,229,0,56.18,13.49,23.90
2026-02-13,P1227,Accessories,Fossil,AU,web,Winter,22.06,17.65,-19.99,20,Flash Sale,10,176.5,211,0,112.36,9.28,25.23
2026-02-14,P1227,Accessories,Fossil,AU,web,Winter,22.06,22.06,0.0,0,None,9,198.54,104,0,101.12,12.13,25.02
2026-02-15,P1227,Accessories,Fossil,AU,web,Winter,22.06,22.06,0.0,0,None,11,242.66,287,0,123.6,9.66,22.25
2026-02-16,P1227,Accessories,Fossil,AU,mobile,Winter,22.06,22.06,0.0,0,None,11,242.66,258,0,123.6,13.12,22.90
2026-02-17,P1227,Accessories,Fossil,AU,app,Winter,22.06,22.06,0.0,0,None,10,220.6,250,0,112.36,14.17,22.46
2026-02-18,P1227,Accessories,Fossil,AU,app,Winter,22.06,22.06,0.0,0,None,9,198.54,230,0,101.12,14.80,22.54
2026-02-19,P1227,Accessories,Fossil,AU,app,Winter,22.06,22.06,0.0,0,None,11,242.66,323,0,123.6,14.90,23.74
2026-02-20,P1227,Accessories,Fossil,AU,web,Winter,22.06,22.06,0.0,0,None,4,88.24,285,0,44.94,14.75,22.37
2026-02-21,P1227,Accessories,Fossil,AU,web,Winter,22.06,17.65,-19.99,20,Flash Sale,13,229.45,201,0,146.07,13.95,21.76
2026-02-22,P1227,Accessories,Fossil,AU,app,Winter,22.06,19.85,-10.02,10,Percentage Discount,9,178.65,283,0,101.12,9.00,21.91
2026-02-23,P1227,Accessories,Fossil,AU,app,Winter,22.06,18.75,-15.0,15,Percentage Discount,9,168.75,271,0,101.12,13.36,24.30
2026-02-24,P1227,Accessories,Fossil,AU,web,Winter,22.06,20.96,-4.99,5,Member Offer,6,125.76,256,0,67.42,15.19,23.92
2026-02-25,P1227,Accessories,Fossil,AU,mobile,Winter,22.06,22.06,0.0,0,None,15,330.9,212,0,168.54,15.16,22.98
2026-02-26,P1227,Accessories,Fossil,AU,web,Winter,22.06,22.06,0.0,0,None,9,198.54,34,0,101.12,11.30,22.16
2026-02-27,P1227,Accessories,Fossil,AU,web,Winter,22.06,15.44,-30.01,30,Percentage Discount,13,200.72,350,0,146.07,11.77,21.13
2026-02-28,P1227,Accessories,Fossil,AU,mobile,Winter,22.06,15.44,-30.01,30,Percentage Discount,9,138.96,214,0,101.12,10.87,20.98
2026-03-01,P1227,Accessories,Fossil,AU,app,Spring,22.06,15.44,-30.01,30,Flash Sale,12,185.28,179,0,134.83,14.86,24.70
2026-03-02,P1227,Accessories,Fossil,AU,mobile,Spring,22.06,17.65,-19.99,20,Flash Sale,16,282.4,325,0,179.78,13.92,21.76
2026-03-03,P1227,Accessories,Fossil,AU,app,Spring,22.06,22.06,0.0,0,None,9,198.54,339,0,101.12,10.92,24.84
2026-03-04,P1227,Accessories,Fossil,AU,mobile,Spring,22.06,22.06,0.0,0,None,11,242.66,235,0,123.6,13.50,24.43
2026-03-05,P1227,Accessories,Fossil,AU,app,Spring,22.06,13.24,-39.98,40,Clearance,10,132.4,276,0,112.36,10.59,24.21
2026-03-06,P1227,Accessories,Fossil,AU,mobile,Spring,22.06,22.06,0.0,0,None,7,154.42,223,0,78.65,12.06,24.69
2026-03-07,P1227,Accessories,Fossil,AU,app,Spring,22.06,22.06,0.0,0,None,10,220.6,214,0,112.36,14.27,22.58
2026-03-08,P1227,Accessories,Fossil,AU,mobile,Spring,22.06,14.34,-35.0,35,Buy One Get One,11,157.74,260,0,123.6,10.07,21.12
2026-03-09,P1227,Accessories,Fossil,AU,web,Spring,22.06,19.85,-10.02,10,Percentage Discount,9,178.65,279,0,101.12,12.35,23.40
2026-03-10,P1227,Accessories,Fossil,AU,app,Spring,22.06,13.24,-39.98,40,Clearance,14,185.36,314,0,157.3,11.22,23.76
2026-03-11,P1227,Accessories,Fossil,AU,mobile,Spring,22.06,22.06,0.0,0,None,8,176.48,194,0,89.89,12.62,23.35
2026-03-12,P1227,Accessories,Fossil,AU,app,Spring,22.06,22.06,0.0,0,None,7,154.42,435,0,78.65,12.14,23.70
2026-03-13,P1227,Accessories,Fossil,AU,mobile,Spring,22.06,22.06,0.0,0,None,5,110.3,187,0,56.18,12.69,22.07
2026-03-14,P1227,Accessories,Fossil,AU,mobile,Spring,22.06,22.06,0.0,0,None,9,198.54,262,0,101.12,12.05,24.90
2026-03-15,P1227,Accessories,Fossil,AU,mobile,Spring,22.06,22.06,0.0,0,None,7,154.42,391,0,78.65,14.95,21.12
2026-03-16,P1227,Accessories,Fossil,AU,mobile,Spring,22.06,17.65,-19.99,20,Flash Sale,9,158.85,261,0,101.12,12.63,24.81
2026-03-17,P1227,Accessories,Fossil,AU,app,Spring,22.06,17.65,-19.99,20,Percentage Discount,10,176.5,347,0,112.36,12.48,25.26
2026-03-18,P1227,Accessories,Fossil,AU,mobile,Spring,22.06,15.44,-30.01,30,Flash Sale,11,169.84,241,0,123.6,13.63,24.24
2026-03-19,P1227,Accessories,Fossil,AU,app,Spring,22.06,18.75,-15.0,15,Percentage Discount,11,206.25,264,0,123.6,14.38,25.06
2026-03-20,P1227,Accessories,Fossil,AU,app,Spring,22.06,22.06,0.0,0,None,13,286.78,219,0,146.07,13.36,22.78
2026-03-21,P1227,Accessories,Fossil,AU,web,Spring,22.06,19.85,-10.02,10,Member Offer,13,258.05,394,0,146.07,9.63,21.63
2026-03-22,P1227,Accessories,Fossil,AU,web,Spring,22.06,14.34,-35.0,35,Buy One Get One,7,100.38,281,0,78.65,14.42,22.30
2026-03-23,P1227,Accessories,Fossil,AU,app,Spring,22.06,22.06,0.0,0,None,6,132.36,393,0,67.42,14.13,22.54
2026-03-24,P1227,Accessories,Fossil,AU,web,Spring,22.06,22.06,0.0,0,None,10,220.6,223,0,112.36,9.03,21.92
2026-03-25,P1227,Accessories,Fossil,AU,app,Spring,22.06,22.06,0.0,0,None,10,220.6,279,0,112.36,13.92,23.10
2026-03-26,P1227,Accessories,Fossil,AU,app,Spring,22.06,22.06,0.0,0,None,8,176.48,154,0,89.89,14.67,21.26
2026-03-27,P1227,Accessories,Fossil,AU,mobile,Spring,22.06,15.44,-30.01,30,Clearance,9,138.96,198,0,101.12,11.01,21.84
2026-03-28,P1227,Accessories,Fossil,AU,web,Spring,22.06,22.06,0.0,0,None,6,132.36,231,0,67.42,13.14,21.36
2026-03-29,P1227,Accessories,Fossil,AU,web,Spring,22.06,14.34,-35.0,35,Buy One Get One,14,200.76,156,0,157.3,14.40,22.04
2026-03-30,P1227,Accessories,Fossil,AU,web,Spring,22.06,22.06,0.0,0,None,7,154.42,244,0,78.65,13.88,25.03
2026-03-31,P1227,Accessories,Fossil,AU,app,Spring,22.06,22.06,0.0,0,None,8,176.48,229,0,89.89,10.73,25.08
2026-01-01,P1227,Accessories,Fossil,UK,app,Winter,22.06,22.06,0.0,0,None,12,264.72,318,0,134.83,12.29,20.98
2026-01-02,P1227,Accessories,Fossil,UK,mobile,Winter,22.06,19.85,-10.02,10,Percentage Discount,10,198.5,302,0,112.36,11.89,22.76
2026-01-03,P1227,Accessories,Fossil,UK,web,Winter,22.06,22.06,0.0,0,None,9,198.54,265,0,101.12,9.36,24.37
2026-01-04,P1227,Accessories,Fossil,UK,app,Winter,22.06,22.06,0.0,0,None,12,264.72,302,0,134.83,13.95,24.53
2026-01-05,P1227,Accessories,Fossil,UK,app,Winter,22.06,15.44,-30.01,30,Percentage Discount,12,185.28,267,0,134.83,12.55,24.53
2026-01-06,P1227,Accessories,Fossil,UK,app,Winter,22.06,19.85,-10.02,10,Percentage Discount,8,158.8,329,0,89.89,11.43,21.03
2026-01-07,P1227,Accessories,Fossil,UK,mobile,Winter,22.06,22.06,0.0,0,None,10,220.6,202,0,112.36,15.09,24.04
2026-01-08,P1227,Accessories,Fossil,UK,mobile,Winter,22.06,22.06,0.0,0,None,10,220.6,369,0,112.36,11.06,24.78
2026-01-09,P1227,Accessories,Fossil,UK,app,Winter,22.06,22.06,0.0,0,None,10,220.6,336,0,112.36,13.26,22.21
2026-01-10,P1227,Accessories,Fossil,UK,mobile,Winter,22.06,22.06,0.0,0,None,10,220.6,266,0,112.36,11.93,24.44
2026-01-11,P1227,Accessories,Fossil,UK,app,Winter,22.06,22.06,0.0,0,None,14,308.84,138,0,157.3,13.38,21.90
2026-01-12,P1227,Accessories,Fossil,UK,web,Winter,22.06,22.06,0.0,0,None,12,264.72,281,0,134.83,12.57,21.60
2026-01-13,P1227,Accessories,Fossil,UK,app,Winter,22.06,18.75,-15.0,15,Member Offer,7,131.25,191,0,78.65,14.13,25.12
2026-01-14,P1227,Accessories,Fossil,UK,web,Winter,22.06,22.06,0.0,0,None,10,220.6,206,0,112.36,9.36,21.68
2026-01-15,P1227,Accessories,Fossil,UK,app,Winter,22.06,22.06,0.0,0,None,11,242.66,165,0,123.6,11.25,24.36
2026-01-16,P1227,Accessories,Fossil,UK,app,Winter,22.06,16.54,-25.02,25,Percentage Discount,14,231.56,493,0,157.3,14.56,24.89
2026-01-17,P1227,Accessories,Fossil,UK,mobile,Winter,22.06,22.06,0.0,0,None,10,220.6,207,0,112.36,14.06,24.04
2026-01-18,P1227,Accessories,Fossil,UK,mobile,Winter,22.06,15.44,-30.01,30,Flash Sale,10,154.4,400,0,112.36,9.92,23.26
2026-01-19,P1227,Accessories,Fossil,UK,web,Winter,22.06,22.06,0.0,0,None,11,242.66,406,0,123.6,14.70,24.61
2026-01-20,P1227,Accessories,Fossil,UK,app,Winter,22.06,22.06,0.0,0,None,12,264.72,365,0,134.83,14.05,24.72
2026-01-21,P1227,Accessories,Fossil,UK,app,Winter,22.06,22.06,0.0,0,None,9,198.54,308,0,101.12,10.00,23.78
2026-01-22,P1227,Accessories,Fossil,UK,web,Winter,22.06,19.85,-10.02,10,Percentage Discount,8,158.8,294,0,89.89,12.10,21.87
2026-01-23,P1227,Accessories,Fossil,UK,app,Winter,22.06,22.06,0.0,0,None,4,88.24,302,0,44.94,15.44,23.68
2026-01-24,P1227,Accessories,Fossil,UK,mobile,Winter,22.06,15.44,-30.01,30,Percentage Discount,8,123.52,196,0,89.89,14.63,22.39
2026-01-25,P1227,Accessories,Fossil,UK,app,Winter,22.06,22.06,0.0,0,None,8,176.48,239,0,89.89,14.21,22.24
2026-01-26,P1227,Accessories,Fossil,UK,web,Winter,22.06,17.65,-19.99,20,Flash Sale,9,158.85,267,0,101.12,14.84,24.47
2026-01-27,P1227,Accessories,Fossil,UK,web,Winter,22.06,20.96,-4.99,5,Member Offer,10,209.6,418,0,112.36,12.67,20.96
2026-01-28,P1227,Accessories,Fossil,UK,app,Winter,22.06,18.75,-15.0,15,Percentage Discount,14,262.5,337,0,157.3,12.98,21.21
2026-01-29,P1227,Accessories,Fossil,UK,web,Winter,22.06,22.06,0.0,0,None,9,198.54,288,0,101.12,13.19,21.75
2026-01-30,P1227,Accessories,Fossil,UK,app,Winter,22.06,13.24,-39.98,40,Flash Sale,10,132.4,256,0,112.36,13.41,24.10
2026-01-31,P1227,Accessories,Fossil,UK,app,Winter,22.06,14.34,-35.0,35,Buy One Get One,18,258.12,279,0,202.25,9.14,23.73
2026-02-01,P1227,Accessories,Fossil,UK,app,Winter,22.06,19.85,-10.02,10,Percentage Discount,13,258.05,271,0,146.07,13.85,23.45
2026-02-02,P1227,Accessories,Fossil,UK,mobile,Winter,22.06,15.44,-30.01,30,Flash Sale,8,123.52,323,0,89.89,12.05,23.58
2026-02-03,P1227,Accessories,Fossil,UK,mobile,Winter,22.06,22.06,0.0,0,None,9,198.54,174,0,101.12,12.64,25.32
2026-02-04,P1227,Accessories,Fossil,UK,app,Winter,22.06,13.24,-39.98,40,Clearance,17,225.08,193,0,191.01,9.08,25.19
2026-02-05,P1227,Accessories,Fossil,UK,app,Winter,22.06,22.06,0.0,0,None,11,242.66,220,0,123.6,12.09,23.62
2026-02-06,P1227,Accessories,Fossil,UK,app,Winter,22.06,22.06,0.0,0,None,11,242.66,379,0,123.6,13.76,20.99
2026-02-07,P1227,Accessories,Fossil,UK,app,Winter,22.06,22.06,0.0,0,None,8,176.48,168,0,89.89,13.61,22.32
2026-02-08,P1227,Accessories,Fossil,UK,app,Winter,22.06,17.65,-19.99,20,Percentage Discount,8,141.2,194,0,89.89,10.44,22.03
2026-02-09,P1227,Accessories,Fossil,UK,mobile,Winter,22.06,19.85,-10.02,10,Percentage Discount,12,238.2,231,0,134.83,10.11,22.02
2026-02-10,P1227,Accessories,Fossil,UK,mobile,Winter,22.06,22.06,0.0,0,None,9,198.54,277,0,101.12,13.25,24.15
2026-02-11,P1227,Accessories,Fossil,UK,app,Winter,22.06,18.75,-15.0,15,Percentage Discount,10,187.5,214,0,112.36,9.52,23.05
2026-02-12,P1227,Accessories,Fossil,UK,app,Winter,22.06,22.06,0.0,0,None,11,242.66,241,0,123.6,12.48,21.35
2026-02-13,P1227,Accessories,Fossil,UK,app,Winter,22.06,22.06,0.0,0,None,9,198.54,240,0,101.12,10.23,24.22
2026-02-14,P1227,Accessories,Fossil,UK,web,Winter,22.06,22.06,0.0,0,None,10,220.6,320,0,112.36,12.25,22.44
2026-02-15,P1227,Accessories,Fossil,UK,mobile,Winter,22.06,22.06,0.0,0,None,9,198.54,324,0,101.12,14.00,23.34
2026-02-16,P1227,Accessories,Fossil,UK,mobile,Winter,22.06,22.06,0.0,0,None,9,198.54,144,0,101.12,9.56,24.22
2026-02-17,P1227,Accessories,Fossil,UK,mobile,Winter,22.06,22.06,0.0,0,None,10,220.6,388,0,112.36,14.34,24.23
2026-02-18,P1227,Accessories,Fossil,UK,mobile,Winter,22.06,17.65,-19.99,20,Flash Sale,11,194.15,290,0,123.6,10.11,21.72
2026-02-19,P1227,Accessories,Fossil,UK,web,Winter,22.06,13.24,-39.98,40,Flash Sale,9,119.16,229,0,101.12,14.51,23.28
2026-02-20,P1227,Accessories,Fossil,UK,app,Winter,22.06,22.06,0.0,0,None,11,242.66,304,0,123.6,9.43,24.39
2026-02-21,P1227,Accessories,Fossil,UK,mobile,Winter,22.06,15.44,-30.01,30,Percentage Discount,12,185.28,117,0,134.83,12.96,21.34
2026-02-22,P1227,Accessories,Fossil,UK,app,Winter,22.06,18.75,-15.0,15,Member Offer,12,225.0,263,0,134.83,14.08,22.66
2026-02-23,P1227,Accessories,Fossil,UK,app,Winter,22.06,13.24,-39.98,40,Flash Sale,9,119.16,325,0,101.12,12.67,23.42
2026-02-24,P1227,Accessories,Fossil,UK,mobile,Winter,22.06,13.24,-39.98,40,Flash Sale,8,105.92,323,0,89.89,12.68,23.06
2026-02-25,P1227,Accessories,Fossil,UK,app,Winter,22.06,22.06,0.0,0,None,9,198.54,245,0,101.12,10.03,23.02
2026-02-26,P1227,Accessories,Fossil,UK,mobile,Winter,22.06,11.03,-50.0,50,Clearance,9,99.27,313,0,101.12,11.66,22.73
2026-02-27,P1227,Accessories,Fossil,UK,web,Winter,22.06,17.65,-19.99,20,Percentage Discount,11,194.15,186,0,123.6,10.28,21.82
2026-02-28,P1227,Accessories,Fossil,UK,web,Winter,22.06,22.06,0.0,0,None,7,154.42,309,0,78.65,14.60,24.70
2026-03-01,P1227,Accessories,Fossil,UK,web,Spring,22.06,22.06,0.0,0,None,10,220.6,256,0,112.36,11.08,21.81
2026-03-02,P1227,Accessories,Fossil,UK,mobile,Spring,22.06,22.06,0.0,0,None,12,264.72,248,0,134.83,9.09,22.67
2026-03-03,P1227,Accessories,Fossil,UK,web,Spring,22.06,18.75,-15.0,15,Percentage Discount,11,206.25,300,0,123.6,14.00,21.49
2026-03-04,P1227,Accessories,Fossil,UK,app,Spring,22.06,15.44,-30.01,30,Percentage Discount,14,216.16,249,0,157.3,10.51,24.21
2026-03-05,P1227,Accessories,Fossil,UK,app,Spring,22.06,19.85,-10.02,10,Member Offer,12,238.2,192,0,134.83,12.31,23.15
2026-03-06,P1227,Accessories,Fossil,UK,app,Spring,22.06,22.06,0.0,0,None,11,242.66,324,0,123.6,9.25,23.35
2026-03-07,P1227,Accessories,Fossil,UK,mobile,Spring,22.06,22.06,0.0,0,None,8,176.48,351,0,89.89,15.43,21.52
2026-03-08,P1227,Accessories,Fossil,UK,mobile,Spring,22.06,17.65,-19.99,20,Percentage Discount,11,194.15,188,0,123.6,9.91,23.41
2026-03-09,P1227,Accessories,Fossil,UK,app,Spring,22.06,15.44,-30.01,30,Flash Sale,10,154.4,193,0,112.36,13.34,22.56
2026-03-10,P1227,Accessories,Fossil,UK,mobile,Spring,22.06,22.06,0.0,0,None,10,220.6,179,0,112.36,15.13,21.79
2026-03-11,P1227,Accessories,Fossil,UK,mobile,Spring,22.06,22.06,0.0,0,None,8,176.48,385,0,89.89,12.69,25.28
2026-03-12,P1227,Accessories,Fossil,UK,web,Spring,22.06,13.24,-39.98,40,Clearance,12,158.88,276,0,134.83,9.15,21.60
2026-03-13,P1227,Accessories,Fossil,UK,app,Spring,22.06,18.75,-15.0,15,Percentage Discount,14,262.5,57,0,157.3,12.99,24.58
2026-03-14,P1227,Accessories,Fossil,UK,app,Spring,22.06,15.44,-30.01,30,Percentage Discount,16,247.04,289,0,179.78,15.37,21.56
2026-03-15,P1227,Accessories,Fossil,UK,web,Spring,22.06,16.54,-25.02,25,Percentage Discount,13,215.02,361,0,146.07,14.05,25.08
2026-03-16,P1227,Accessories,Fossil,UK,app,Spring,22.06,11.03,-50.0,50,Clearance,11,121.33,378,0,123.6,13.09,23.04
2026-03-17,P1227,Accessories,Fossil,UK,web,Spring,22.06,22.06,0.0,0,None,9,198.54,273,0,101.12,11.25,21.04
2026-03-18,P1227,Accessories,Fossil,UK,web,Spring,22.06,18.75,-15.0,15,Member Offer,7,131.25,195,0,78.65,10.77,23.14
2026-03-19,P1227,Accessories,Fossil,UK,mobile,Spring,22.06,22.06,0.0,0,None,9,198.54,265,0,101.12,14.96,23.70
2026-03-20,P1227,Accessories,Fossil,UK,mobile,Spring,22.06,18.75,-15.0,15,Percentage Discount,13,243.75,168,0,146.07,9.29,21.03
2026-03-21,P1227,Accessories,Fossil,UK,app,Spring,22.06,22.06,0.0,0,None,10,220.6,224,0,112.36,11.28,25.23
2026-03-22,P1227,Accessories,Fossil,UK,web,Spring,22.06,22.06,0.0,0,None,7,154.42,287,0,78.65,11.18,22.82
2026-03-23,P1227,Accessories,Fossil,UK,web,Spring,22.06,22.06,0.0,0,None,7,154.42,168,0,78.65,9.07,21.84
2026-03-24,P1227,Accessories,Fossil,UK,mobile,Spring,22.06,22.06,0.0,0,None,11,242.66,203,0,123.6,12.86,24.50
2026-03-25,P1227,Accessories,Fossil,UK,mobile,Spring,22.06,13.24,-39.98,40,Clearance,8,105.92,344,0,89.89,11.73,22.31
2026-03-26,P1227,Accessories,Fossil,UK,app,Spring,22.06,16.54,-25.02,25,Percentage Discount,12,198.48,114,0,134.83,15.06,21.56
2026-03-27,P1227,Accessories,Fossil,UK,web,Spring,22.06,15.44,-30.01,30,Percentage Discount,8,123.52,263,0,89.89,13.78,21.76
2026-03-28,P1227,Accessories,Fossil,UK,mobile,Spring,22.06,22.06,0.0,0,None,7,154.42,256,0,78.65,10.73,25.25
2026-03-29,P1227,Accessories,Fossil,UK,mobile,Spring,22.06,11.03,-50.0,50,Clearance,9,99.27,229,0,101.12,10.38,23.54
2026-03-30,P1227,Accessories,Fossil,UK,web,Spring,22.06,22.06,0.0,0,None,11,242.66,294,0,123.6,13.67,23.99
2026-03-31,P1227,Accessories,Fossil,UK,app,Spring,22.06,22.06,0.0,0,None,9,198.54,203,0,101.12,9.13,22.17
2026-01-01,P1228,Accessories,Fossil,US,app,Winter,211.66,137.58,-35.0,35,Buy One Get One,20,2751.6,409,0,183.49,104.18,227.54
2026-01-02,P1228,Accessories,Fossil,US,mobile,Winter,211.66,169.33,-20.0,20,Percentage Discount,16,2709.28,438,0,146.79,93.69,237.06
2026-01-03,P1228,Accessories,Fossil,US,mobile,Winter,211.66,211.66,0.0,0,None,12,2539.92,261,0,110.09,143.75,242.07
2026-01-04,P1228,Accessories,Fossil,US,mobile,Winter,211.66,127.0,-40.0,40,Clearance,20,2540.0,156,0,183.49,138.27,217.14
2026-01-05,P1228,Accessories,Fossil,US,web,Winter,211.66,211.66,0.0,0,None,15,3174.9,316,0,137.61,129.16,204.96
2026-01-06,P1228,Accessories,Fossil,US,app,Winter,211.66,211.66,0.0,0,None,11,2328.26,274,0,100.92,134.27,201.41
2026-01-07,P1228,Accessories,Fossil,US,web,Winter,211.66,211.66,0.0,0,None,11,2328.26,205,0,100.92,132.70,228.73
2026-01-08,P1228,Accessories,Fossil,US,web,Winter,211.66,148.16,-30.0,30,Clearance,17,2518.72,259,0,155.96,116.92,222.10
2026-01-09,P1228,Accessories,Fossil,US,web,Winter,211.66,179.91,-15.0,15,Percentage Discount,17,3058.47,174,0,155.96,113.30,218.13
2026-01-10,P1228,Accessories,Fossil,US,mobile,Winter,211.66,211.66,0.0,0,None,15,3174.9,326,0,137.61,133.81,240.21
2026-01-11,P1228,Accessories,Fossil,US,app,Winter,211.66,211.66,0.0,0,None,10,2116.6,305,0,91.74,103.66,229.61
2026-01-12,P1228,Accessories,Fossil,US,mobile,Winter,211.66,211.66,0.0,0,None,12,2539.92,273,0,110.09,113.40,217.11
2026-01-13,P1228,Accessories,Fossil,US,mobile,Winter,211.66,127.0,-40.0,40,Clearance,15,1905.0,299,0,137.61,104.95,218.64
2026-01-14,P1228,Accessories,Fossil,US,web,Winter,211.66,211.66,0.0,0,None,10,2116.6,253,0,91.74,88.76,234.52
2026-01-15,P1228,Accessories,Fossil,US,app,Winter,211.66,211.66,0.0,0,None,12,2539.92,301,0,110.09,131.52,214.31
2026-01-16,P1228,Accessories,Fossil,US,mobile,Winter,211.66,190.49,-10.0,10,Percentage Discount,10,1904.9,148,0,91.74,145.11,239.10
2026-01-17,P1228,Accessories,Fossil,US,web,Winter,211.66,158.75,-25.0,25,Percentage Discount,15,2381.25,177,0,137.61,107.46,237.41
2026-01-18,P1228,Accessories,Fossil,US,app,Winter,211.66,148.16,-30.0,30,Percentage Discount,20,2963.2,258,0,183.49,87.93,236.77
2026-01-19,P1228,Accessories,Fossil,US,web,Winter,211.66,211.66,0.0,0,None,14,2963.24,251,0,128.44,109.01,224.88
2026-01-20,P1228,Accessories,Fossil,US,app,Winter,211.66,169.33,-20.0,20,Percentage Discount,21,3555.93,243,0,192.66,146.53,213.26
2026-01-21,P1228,Accessories,Fossil,US,mobile,Winter,211.66,211.66,0.0,0,None,14,2963.24,251,0,128.44,127.09,212.41
2026-01-22,P1228,Accessories,Fossil,US,web,Winter,211.66,211.66,0.0,0,None,11,2328.26,189,0,100.92,100.73,230.62
2026-01-23,P1228,Accessories,Fossil,US,app,Winter,211.66,211.66,0.0,0,None,13,2751.58,418,0,119.27,136.98,207.57
2026-01-24,P1228,Accessories,Fossil,US,app,Winter,211.66,211.66,0.0,0,None,13,2751.58,269,0,119.27,132.50,236.68
2026-01-25,P1228,Accessories,Fossil,US,app,Winter,211.66,127.0,-40.0,40,Flash Sale,21,2667.0,257,0,192.66,139.04,227.86
2026-01-26,P1228,Accessories,Fossil,US,app,Winter,211.66,211.66,0.0,0,None,13,2751.58,340,0,119.27,118.09,216.00
